model,type,arm,metric,n,mean,median,q25,q75
qwen2.5:3b,two-clause,comparator,chrfpp,22,0.15088195195151116,0.09822302846353823,0.08358989632921762,0.19204443823940337
qwen2.5:3b,two-clause,comparator,comet,22,0.32817912982268765,0.29107435047626495,0.2622109055519104,0.3345847949385643
qwen2.5:3b,two-verb,backwards,bleu,20,0.14442637645837061,0.1076042004846161,0.06934463811517179,0.22957488466614337
qwen2.5:3b,two-verb,backwards,chrf,20,0.4443770621327251,0.40576900373064007,0.2767499904224704,0.6545537899222853
qwen2.5:3b,two-verb,backwards,chrfpp,20,0.434481346992158,0.3893338796507245,0.2574046814835027,0.6120774707638867
qwen2.5:3b,two-verb,backwards,comet,20,0.7796938687562942,0.8412216305732727,0.7141793519258499,0.9343494921922684
qwen2.5:3b,two-verb,comparator,bleu,20,0.07114864372756645,0.043264988334978056,0.03314165001746501,0.08409405665049806
qwen2.5:3b,two-verb,comparator,chrf,20,0.22849096717453907,0.22287130052071305,0.11924610369201312,0.2660463498853879
qwen2.5:3b,two-verb,comparator,chrfpp,20,0.22963281211554093,0.2042640064632132,0.11645320665278644,0.25521564343978603
qwen2.5:3b,two-verb,comparator,comet,20,0.468393437564373,0.365418940782547,0.3141198083758354,0.5739526301622391
qwen2.5:7b,complex,backwards,bleu,25,0.4699223966597622,0.3258798048281462,0.15619699684601282,1.0000000000000004
qwen2.5:7b,complex,backwards,chrf,25,0.6770801443609495,0.6085342105685699,0.47444522141668527,1.0
qwen2.5:7b,complex,backwards,chrfpp,25,0.664468797488134,0.5916922421534777,0.44585356045683416,1.0
qwen2.5:7b,complex,backwards,comet,25,0.8541538763046265,0.896226704120636,0.7593169212341309,0.9771502614021301
qwen2.5:7b,complex,comparator,bleu,25,0.04301664134560621,0.033864985683445356,0.033864985683445356,0.04990049701936832
qwen2.5:7b,complex,comparator,chrf,25,0.10787459165651345,0.07682121607894353,0.05779498720324772,0.12303820269595662
qwen2.5:7b,complex,comparator,chrfpp,25,0.10689740352452924,0.07097270514711064,0.059093003432626065,0.12400214986794361
qwen2.5:7b,complex,comparator,comet,25,0.307808963060379,0.27805450558662415,0.2598881423473358,0.3096344470977783
qwen2.5:7b,nominalization,backwards,bleu,25,0.5789823477442769,0.6240195441936918,0.3258798048281462,0.7598356856515927
qwen2.5:7b,nominalization,backwards,chrf,25,0.7961550853010299,0.8397273928232224,0.7297609300314086,0.8928810394675607
qwen2.5:7b,nominalization,backwards,chrfpp,25,0.7742246769404937,0.80941831615571,0.6810696548565686,0.8810091601140253
qwen2.5:7b,nominalization,backwards,comet,25,0.8260281550884246,0.8753776550292969,0.744073212146759,0.9289239645004272
qwen2.5:7b,nominalization,comparator,bleu,25,0.1798561681675254,0.14323145079400493,0.04456882760699063,0.2891784933232572
qwen2.5:7b,nominalization,comparator,chrf,25,0.32209510816546066,0.3168997027333842,0.09740611173221674,0.5066295137802159
qwen2.5:7b,nominalization,comparator,chrfpp,25,0.33362333349468193,0.3371112808886271,0.11551779114314532,0.5319403187454592
qwen2.5:7b,nominalization,comparator,comet,25,0.399966139793396,0.3897145688533783,0.2986050546169281,0.4663894474506378
qwen2.5:7b,subject-verb,backwards,bleu,25,0.48820288835082,0.24840753130578644,0.14535768424205484,1.0000000000000004
qwen2.5:7b,subject-verb,backwards,chrf,25,0.6556167395091727,0.659434382801785,0.32020161186776996,1.0
qwen2.5:7b,subject-verb,backwards,chrfpp,25,0.6531721875115691,0.6717638898839858,0.30629615821764944,1.0
qwen2.5:7b,subject-verb,backwards,comet,25,0.8144745230674744,0.8670008182525635,0.7076206207275391,0.9824703931808472
qwen2.5:7b,subject-verb,comparator,bleu,25,0.3417518807093287,0.1597357760615681,0.09652434877402244,0.24840753130578644
qwen2.5:7b,subject-verb,comparator,chrf,25,0.47276943938505384,0.30429152724557307,0.22535834209797442,0.650043801042665
qwen2.5:7b,subject-verb,comparator,chrfpp,25,0.47856479095027366,0.30629615821764944,0.23032437033718892,0.6434040097547412
qwen2.5:7b,subject-verb,comparator,comet,25,0.6755867564678192,0.6396023035049438,0.4503921568393707,0.9427310824394226
qwen2.5:7b,subject-verb-object,backwards,bleu,23,0.39203800367190444,0.29847458960098217,0.10552670315936317,0.6687403049764218
qwen2.5:7b,subject-verb-object,backwards,chrf,23,0.5960907574278548,0.6223906534237744,0.40922815315490224,0.7706452944706266
qwen2.5:7b,subject-verb-object,backwards,chrfpp,23,0.5958791931063727,0.6055820618591938,0.4153790351861524,0.7567762069839177
qwen2.5:7b,subject-verb-object,backwards,comet,23,0.7733113843461742,0.8843094706535339,0.5849361419677734,0.9110972583293915
qwen2.5:7b,subject-verb-object,comparator,bleu,23,0.09591555142592671,0.04767707020457095,0.033864985683445356,0.07431234121585127
qwen2.5:7b,subject-verb-object,comparator,chrf,23,0.16568097140299584,0.07271633793961262,0.04794052315086286,0.17534051122342909
qwen2.5:7b,subject-verb-object,comparator,chrfpp,23,0.17311215284015655,0.0758577969402821,0.056150201893519505,0.17655185933401302
qwen2.5:7b,subject-verb-object,comparator,comet,23,0.3799991743720096,0.3131130039691925,0.2686555087566376,0.3778453469276428
qwen2.5:7b,two-clause,backwards,bleu,24,0.18432994405281242,0.14039925267356554,0.06285596338261262,0.3457207846419412
qwen2.5:7b,two-clause,backwards,chrf,24,0.49869930267343526,0.4097866560191006,0.32693136574015647,0.7318562798612984
qwen2.5:7b,two-clause,backwards,chrfpp,24,0.48537364473065675,0.3954931337711183,0.32615808907800514,0.714220664070421
qwen2.5:7b,two-clause,backwards,comet,24,0.6946755610406399,0.7146506607532501,0.4425103962421417,0.9334449172019958
qwen2.5:7b,two-clause,comparator,bleu,24,0.060902303393381096,0.035300125656667375,0.025540496664715903,0.05669791110976001
qwen2.5:7b,two-clause,comparator,chrf,24,0.19115733815807245,0.12628406350939503,0.085304492753522,0.24605722854699782
qwen2.5:7b,two-clause,comparator,chrfpp,24,0.19141156136055892,0.13103568744173172,0.08835547907423666,0.2370578343824881
qwen2.5:7b,two-clause,comparator,comet,24,0.3697472872833411,0.30862200260162354,0.2858840227127075,0.4019254595041275
qwen2.5:7b,two-verb,backwards,bleu,25,0.1381481451683405,0.1348511185950369,0.06754312828675707,0.1964073254502565
qwen2.5:7b,two-verb,backwards,chrf,25,0.5090868622367172,0.5295992049594693,0.40479996734867113,0.6726850982473528
qwen2.5:7b,two-verb,backwards,chrfpp,25,0.4979319267253758,0.5218594717761196,0.39052027679667867,0.639687593107223
qwen2.5:7b,two-verb,backwards,comet,25,0.7434695959091187,0.8204464912414551,0.5362948179244995,0.9149570465087891
qwen2.5:7b,two-verb,comparator,bleu,25,0.06442448378975271,0.04456882760699063,0.030098043843528287,0.08097785064266205
qwen2.5:7b,two-verb,comparator,chrf,25,0.28190286829571837,0.2740883714864626,0.12227092558571591,0.35323272808356365
qwen2.5:7b,two-verb,comparator,chrfpp,25,0.281458255090809,0.2586009340460126,0.12505155535755702,0.3518436073279336
qwen2.5:7b,two-verb,comparator,comet,25,0.4380281865596771,0.3555164337158203,0.3179287016391754,0.4710638225078583
